VPN,BARCODE,MARIA TASH,DEPT,WCID,ITEM_DESC
XCN95PE-WG,2201100621470,194515110887,6321,6321x506080xxcn95pewg,"3/8"" Pearl Coronet Ring"
XCN8DYELLOW GOLD,2201100621487,194515136283,6321,6321x506080xxcn8dyg,8MM DIAMOND CORONET RING YELLOW GOLD
XCN95PE-RG,2201100621494,194515044052,6321,6321x506080xxcn95perg,"3/8"" Pearl Coronet Ring"
XCN95D-WG,2201100621500,194515044069,6321,6321x506080xxcn95dwg,"3/8"" Diamond Coronet Ring"
XCN95D-YG,2201100621517,194515044045,6321,6321x506080xxcn95dyg,"3/8"" Diamond Coronet Ring"
XCN95D-RG,2201100621524,194515051463,6321,6321x506080xxcn95drg,"3/8"" Diamond Coronet Ring"
XCN95BKD-WG,2201100621531,194515051487,6321,6321x506080xxcn95bkdwg,"3/8"" Black Diamond Coronet Ring"
XCN95BKD-YG,2201100621548,194515051470,6321,6321x506080xxcn95bkdyg,"3/8"" Black Diamond Coronet Ring"
XCN95BKD-RG,2201100621555,194515051456,6321,6321x506080xxcn95bkdrg,"3/8"" Black Diamond Coronet Ring"
KPADEY-WG-BLUE,2201100621562,194515084317,6321,6321x506080xkpadeywgblue,Diamond Halo Vintage Eye Neckalce BLUE
KPADEY-WG-BROWN,2201100621579,194515188268,6321,6321x506080xkpadeywgbrown,Diamond Halo Vintage Eye Neckalce BROWN
KPADEY-YG-BLUE,2201100621586,194515179525,6321,6321x506080xkpadeyygblue,Diamond Halo Vintage Eye Neckalce BLUE
KPADEY-YG-BROWN,2201100621593,194515136191,6321,6321x506080xkpadeyygbrown,Diamond Halo Vintage Eye Neckalce BROWN
KPADEY-RG-BLUE,2201100621609,194515050626,6321,6321x506080xkpadeyrgblue,Diamond Halo Vintage Eye Neckalce BLUE
KPADEY-RG-BROWN,2201100621616,194515050619,6321,6321x506080xkpadeyrgbrown,Diamond Halo Vintage Eye Neckalce BROWN
X5PA8D2BLACK GOLD,2201100621753,194515132063,6321,6321x506080xx5pa8d2bg,8MM DIAMOND FIVE ROW PAV RING (BOTTOM
XCN8DWHITE GOLD,2201100641836,194515136276,6321,6321x506080xxcn8dwg,8mm Diamond Coronet Ring WHITE GOLD
XCN8DROSE GOLD,2201100641829,194515136269,6321,6321x506080xxcn8drg,8mm Diamond Coronet Ring ROSE GOLD
X1CBA8DROSE GOLD,2201100641843,194515043437,6321,6321x506080xx1cba8drg,Baguette Diamond 8mm Chain Wrap Earstud
X1CBA8DWHITE GOLD,2201100641850,194515043444,6321,6321x506080xx1cba8dwg,Baguette Diamond 8mm Chain Wrap Earstud
X1CBA8DYELLOW GOLD,2201100641867,194515043451,6321,6321x506080xx1cba8dyg,Baguette Diamond 8mm Chain Wrap Earstud
