Plu,Sku,Name,Metal,Attribute 2,Post Sku,Metal,Gauge,Gauge,Leanne Notes,5mm,Default,Sku_5mm,6.5mm,Default,Sku_6.5mm,8mm,Default,Sku_8mm,9.5mm,Default,Sku_9.5mm
21180,XSNEG5BKD,Small Engraved Snake with Black Diamond Eyes Threaded Stud,White Gold,RIGHT,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
21182,XSNEG5BKD,Small Engraved Snake with Black Diamond Eyes Threaded Stud,Yellow Gold,RIGHT,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
21183,XSNEG5D,Small Engraved Snake with Diamond Eyes Threaded Stud,Black Gold,LEFT,XTHBF,Black Rhodium,19 gauge,19GA=0.9MM,,21302,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|5MM,21303,Yes,XTHBF|BLACK RHODIUM|19GA=0.9MM|6.5MM,21304,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|8MM,21305,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|9.5MM
21185,XSNEG5D,Small Engraved Snake with Diamond Eyes Threaded Stud,Rose Gold,LEFT,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
21187,XSNEG5D,Small Engraved Snake with Diamond Eyes Threaded Stud,White Gold,LEFT,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
21189,XSNEG5D,Small Engraved Snake with Diamond Eyes Threaded Stud,Yellow Gold,LEFT,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
21184,XSNEG5D,Small Engraved Snake with Diamond Eyes Threaded Stud,Black Gold,RIGHT,XTHBF,Black Rhodium,19 gauge,19GA=0.9MM,,21302,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|5MM,21303,Yes,XTHBF|BLACK RHODIUM|19GA=0.9MM|6.5MM,21304,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|8MM,21305,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|9.5MM
21186,XSNEG5D,Small Engraved Snake with Diamond Eyes Threaded Stud,Rose Gold,RIGHT,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
21188,XSNEG5D,Small Engraved Snake with Diamond Eyes Threaded Stud,White Gold,RIGHT,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
21190,XSNEG5D,Small Engraved Snake with Diamond Eyes Threaded Stud,Yellow Gold,RIGHT,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
21191,XSNEG5RB,Small Engraved Snake with Ruby Eyes Threaded Stud,Black Gold,LEFT,XTHBF,Black Rhodium,19 gauge,19GA=0.9MM,,21302,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|5MM,21303,Yes,XTHBF|BLACK RHODIUM|19GA=0.9MM|6.5MM,21304,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|8MM,21305,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|9.5MM
21193,XSNEG5RB,Small Engraved Snake with Ruby Eyes Threaded Stud,Rose Gold,LEFT,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
21195,XSNEG5RB,Small Engraved Snake with Ruby Eyes Threaded Stud,White Gold,LEFT,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
21197,XSNEG5RB,Small Engraved Snake with Ruby Eyes Threaded Stud,Yellow Gold,LEFT,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
21192,XSNEG5RB,Small Engraved Snake with Ruby Eyes Threaded Stud,Black Gold,RIGHT,XTHBF,Black Rhodium,19 gauge,19GA=0.9MM,,21302,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|5MM,21303,Yes,XTHBF|BLACK RHODIUM|19GA=0.9MM|6.5MM,21304,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|8MM,21305,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|9.5MM
21194,XSNEG5RB,Small Engraved Snake with Ruby Eyes Threaded Stud,Rose Gold,RIGHT,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
21196,XSNEG5RB,Small Engraved Snake with Ruby Eyes Threaded Stud,White Gold,RIGHT,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
21198,XSNEG5RB,Small Engraved Snake with Ruby Eyes Threaded Stud,Yellow Gold,RIGHT,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
21199,XSNPA10D,Large Diamond Pav̩ Snake Threaded Stud,Black Gold,LEFT,XTHBF6,Black Gold,19 gauge,19GA=0.9MM,,21416,No,XTHBF6|BLACK GOLD|19GA=0.9MM|5MM,21417,Yes,XTHBF6|BLACK GOLD|19GA=0.9MM|6.5MM,21418,No,XTHBF6|BLACK GOLD|19GA=0.9MM|8MM,21419,No,XTHBF6|BLACK GOLD|19GA=0.9MM|9.5MM
21201,XSNPA10D,Large Diamond Pav̩ Snake Threaded Stud,Rose Gold,LEFT,XTHBF6,Rose Gold,19 gauge,19GA=0.9MM,,21428,No,XTHBF6|ROSE GOLD|19GA=0.9MM|5MM,21429,Yes,XTHBF6|ROSE GOLD|19GA=0.9MM|6.5MM,21430,No,XTHBF6|ROSE GOLD|19GA=0.9MM|8MM,21431,No,XTHBF6|ROSE GOLD|19GA=0.9MM|9.5MM
21203,XSNPA10D,Large Diamond Pav̩ Snake Threaded Stud,White Gold,LEFT,XTHBF6,White Gold,19 gauge,19GA=0.9MM,,21440,No,XTHBF6|WHITE GOLD|19GA=0.9MM|5MM,21441,Yes,XTHBF6|WHITE GOLD|19GA=0.9MM|6.5MM,21442,No,XTHBF6|WHITE GOLD|19GA=0.9MM|8MM,21443,No,XTHBF6|WHITE GOLD|19GA=0.9MM|9.5MM
21205,XSNPA10D,Large Diamond Pav̩ Snake Threaded Stud,Yellow Gold,LEFT,XTHBF6,Yellow Gold,19 gauge,19GA=0.9MM,,21452,No,XTHBF6|YELLOW GOLD|19GA=0.9MM|5MM,21453,Yes,XTHBF6|YELLOW GOLD|19GA=0.9MM|6.5MM,21454,No,XTHBF6|YELLOW GOLD|19GA=0.9MM|8MM,21455,No,XTHBF6|YELLOW GOLD|19GA=0.9MM|9.5MM
21200,XSNPA10D,Large Diamond Pav̩ Snake Threaded Stud,Black Gold,RIGHT,XTHBF6,Black Gold,19 gauge,19GA=0.9MM,,21416,No,XTHBF6|BLACK GOLD|19GA=0.9MM|5MM,21417,Yes,XTHBF6|BLACK GOLD|19GA=0.9MM|6.5MM,21418,No,XTHBF6|BLACK GOLD|19GA=0.9MM|8MM,21419,No,XTHBF6|BLACK GOLD|19GA=0.9MM|9.5MM
21202,XSNPA10D,Large Diamond Pav̩ Snake Threaded Stud,Rose Gold,RIGHT,XTHBF6,Rose Gold,19 gauge,19GA=0.9MM,,21428,No,XTHBF6|ROSE GOLD|19GA=0.9MM|5MM,21429,Yes,XTHBF6|ROSE GOLD|19GA=0.9MM|6.5MM,21430,No,XTHBF6|ROSE GOLD|19GA=0.9MM|8MM,21431,No,XTHBF6|ROSE GOLD|19GA=0.9MM|9.5MM
21204,XSNPA10D,Large Diamond Pav̩ Snake Threaded Stud,White Gold,RIGHT,XTHBF6,White Gold,19 gauge,19GA=0.9MM,,21440,No,XTHBF6|WHITE GOLD|19GA=0.9MM|5MM,21441,Yes,XTHBF6|WHITE GOLD|19GA=0.9MM|6.5MM,21442,No,XTHBF6|WHITE GOLD|19GA=0.9MM|8MM,21443,No,XTHBF6|WHITE GOLD|19GA=0.9MM|9.5MM
21206,XSNPA10D,Large Diamond Pav̩ Snake Threaded Stud,Yellow Gold,RIGHT,XTHBF6,Yellow Gold,19 gauge,19GA=0.9MM,,21452,No,XTHBF6|YELLOW GOLD|19GA=0.9MM|5MM,21453,Yes,XTHBF6|YELLOW GOLD|19GA=0.9MM|6.5MM,21454,No,XTHBF6|YELLOW GOLD|19GA=0.9MM|8MM,21455,No,XTHBF6|YELLOW GOLD|19GA=0.9MM|9.5MM
21209,XSNPA10RB,Large Diamond Pav̩ Snake with Ruby Eyes Threaded Stud,Black Gold,LEFT,XTHBF6,Black Gold,19 gauge,19GA=0.9MM,,21416,No,XTHBF6|BLACK GOLD|19GA=0.9MM|5MM,21417,Yes,XTHBF6|BLACK GOLD|19GA=0.9MM|6.5MM,21418,No,XTHBF6|BLACK GOLD|19GA=0.9MM|8MM,21419,No,XTHBF6|BLACK GOLD|19GA=0.9MM|9.5MM
21211,XSNPA10RB,Large Diamond Pav̩ Snake with Ruby Eyes Threaded Stud,Rose Gold,LEFT,XTHBF6,Rose Gold,19 gauge,19GA=0.9MM,,21428,No,XTHBF6|ROSE GOLD|19GA=0.9MM|5MM,21429,Yes,XTHBF6|ROSE GOLD|19GA=0.9MM|6.5MM,21430,No,XTHBF6|ROSE GOLD|19GA=0.9MM|8MM,21431,No,XTHBF6|ROSE GOLD|19GA=0.9MM|9.5MM
21213,XSNPA10RB,Large Diamond Pav̩ Snake with Ruby Eyes Threaded Stud,White Gold,LEFT,XTHBF6,White Gold,19 gauge,19GA=0.9MM,,21440,No,XTHBF6|WHITE GOLD|19GA=0.9MM|5MM,21441,Yes,XTHBF6|WHITE GOLD|19GA=0.9MM|6.5MM,21442,No,XTHBF6|WHITE GOLD|19GA=0.9MM|8MM,21443,No,XTHBF6|WHITE GOLD|19GA=0.9MM|9.5MM
21215,XSNPA10RB,Large Diamond Pav̩ Snake with Ruby Eyes Threaded Stud,Yellow Gold,LEFT,XTHBF6,Yellow Gold,19 gauge,19GA=0.9MM,,21452,No,XTHBF6|YELLOW GOLD|19GA=0.9MM|5MM,21453,Yes,XTHBF6|YELLOW GOLD|19GA=0.9MM|6.5MM,21454,No,XTHBF6|YELLOW GOLD|19GA=0.9MM|8MM,21455,No,XTHBF6|YELLOW GOLD|19GA=0.9MM|9.5MM
21210,XSNPA10RB,Large Diamond Pav̩ Snake with Ruby Eyes Threaded Stud,Black Gold,RIGHT,XTHBF6,Black Gold,19 gauge,19GA=0.9MM,,21416,No,XTHBF6|BLACK GOLD|19GA=0.9MM|5MM,21417,Yes,XTHBF6|BLACK GOLD|19GA=0.9MM|6.5MM,21418,No,XTHBF6|BLACK GOLD|19GA=0.9MM|8MM,21419,No,XTHBF6|BLACK GOLD|19GA=0.9MM|9.5MM
21212,XSNPA10RB,Large Diamond Pav̩ Snake with Ruby Eyes Threaded Stud,Rose Gold,RIGHT,XTHBF6,Rose Gold,19 gauge,19GA=0.9MM,,21428,No,XTHBF6|ROSE GOLD|19GA=0.9MM|5MM,21429,Yes,XTHBF6|ROSE GOLD|19GA=0.9MM|6.5MM,21430,No,XTHBF6|ROSE GOLD|19GA=0.9MM|8MM,21431,No,XTHBF6|ROSE GOLD|19GA=0.9MM|9.5MM
21214,XSNPA10RB,Large Diamond Pav̩ Snake with Ruby Eyes Threaded Stud,White Gold,RIGHT,XTHBF6,White Gold,19 gauge,19GA=0.9MM,,21440,No,XTHBF6|WHITE GOLD|19GA=0.9MM|5MM,21441,Yes,XTHBF6|WHITE GOLD|19GA=0.9MM|6.5MM,21442,No,XTHBF6|WHITE GOLD|19GA=0.9MM|8MM,21443,No,XTHBF6|WHITE GOLD|19GA=0.9MM|9.5MM
21216,XSNPA10RB,Large Diamond Pav̩ Snake with Ruby Eyes Threaded Stud,Yellow Gold,RIGHT,XTHBF6,Yellow Gold,19 gauge,19GA=0.9MM,,21452,No,XTHBF6|YELLOW GOLD|19GA=0.9MM|5MM,21453,Yes,XTHBF6|YELLOW GOLD|19GA=0.9MM|6.5MM,21454,No,XTHBF6|YELLOW GOLD|19GA=0.9MM|8MM,21455,No,XTHBF6|YELLOW GOLD|19GA=0.9MM|9.5MM
21217,XSP3525,Spike Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
21218,XSP3525,Spike Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
21219,XSP3525,Spike Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
33575,XSP3525,Spike Threaded Stud,Black Gold,,XTHBF,Black Rhodium,19 gauge,19GA=0.9MM,,21302,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|5MM,21303,Yes,XTHBF|BLACK RHODIUM|19GA=0.9MM|6.5MM,21304,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|8MM,21305,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|9.5MM
21229,XSQ3BTRD,Diamond Princess Cut Ball Trinity Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
21230,XSQ3BTRD,Diamond Princess Cut Ball Trinity Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
21231,XSQ3BTRD,Diamond Princess Cut Ball Trinity Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
21232,XSQ4DTRD,Princess Cut Four Diamond Trinity Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
21233,XSQ4DTRD,Princess Cut Four Diamond Trinity Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
21234,XSQ4DTRD,Princess Cut Four Diamond Trinity Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
21235,XSQGBS,Blue Sapphire Princess Granulated Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
21236,XSQGBS,Blue Sapphire Princess Granulated Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
21237,XSQGPS,Pink Sapphire Princess Granulated Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
21238,XSQGPS,Pink Sapphire Princess Granulated Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
21242,XSTAR,Plain Star Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
21243,XSTAR,Plain Star Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
21244,XSTAR,Plain Star Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
21245,XSTAR45D,4.5mm Diamond Star Threaded Stud,Black Gold,,XTHBF,Black Rhodium,19 gauge,19GA=0.9MM,,21302,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|5MM,21303,Yes,XTHBF|BLACK RHODIUM|19GA=0.9MM|6.5MM,21304,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|8MM,21305,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|9.5MM
21246,XSTAR45D,4.5mm Diamond Star Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
21247,XSTAR45D,4.5mm Diamond Star Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
21248,XSTAR45D,4.5mm Diamond Star Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
21249,XSTAR55D,5.5mm Diamond Star Threaded Stud,Black Gold,,XTHBF6,Black Gold,19 gauge,19GA=0.9MM,,21416,No,XTHBF6|BLACK GOLD|19GA=0.9MM|5MM,21417,Yes,XTHBF6|BLACK GOLD|19GA=0.9MM|6.5MM,21418,No,XTHBF6|BLACK GOLD|19GA=0.9MM|8MM,21419,No,XTHBF6|BLACK GOLD|19GA=0.9MM|9.5MM
21250,XSTAR55D,5.5mm Diamond Star Threaded Stud,Rose Gold,,XTHBF6,Rose Gold,19 gauge,19GA=0.9MM,,21428,No,XTHBF6|ROSE GOLD|19GA=0.9MM|5MM,21429,Yes,XTHBF6|ROSE GOLD|19GA=0.9MM|6.5MM,21430,No,XTHBF6|ROSE GOLD|19GA=0.9MM|8MM,21431,No,XTHBF6|ROSE GOLD|19GA=0.9MM|9.5MM
21251,XSTAR55D,5.5mm Diamond Star Threaded Stud,White Gold,,XTHBF6,White Gold,19 gauge,19GA=0.9MM,,21440,No,XTHBF6|WHITE GOLD|19GA=0.9MM|5MM,21441,Yes,XTHBF6|WHITE GOLD|19GA=0.9MM|6.5MM,21442,No,XTHBF6|WHITE GOLD|19GA=0.9MM|8MM,21443,No,XTHBF6|WHITE GOLD|19GA=0.9MM|9.5MM
21252,XSTAR55D,5.5mm Diamond Star Threaded Stud,Yellow Gold,,XTHBF6,Yellow Gold,19 gauge,19GA=0.9MM,,21452,No,XTHBF6|YELLOW GOLD|19GA=0.9MM|5MM,21453,Yes,XTHBF6|YELLOW GOLD|19GA=0.9MM|6.5MM,21454,No,XTHBF6|YELLOW GOLD|19GA=0.9MM|8MM,21455,No,XTHBF6|YELLOW GOLD|19GA=0.9MM|9.5MM
21253,XSTAR7D,7mm Diamond Star Threaded Stud,Black Gold,,XTHBF,Black Rhodium,19 gauge,19GA=0.9MM,,21302,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|5MM,21303,Yes,XTHBF|BLACK RHODIUM|19GA=0.9MM|6.5MM,21304,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|8MM,21305,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|9.5MM
21254,XSTAR7D,7mm Diamond Star Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
21255,XSTAR7D,7mm Diamond Star Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
21256,XSTAR7D,7mm Diamond Star Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
