SKU,Product Name,4,542,424,13,14,15,16,18,17,19,575,576,54,55,50,407,540,520,51,49,53,532,547,417,419,418,420,437
X3PH1695OP,16g 9.5mm Opal Horizontal Princess Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
X3PH1695CZT,16g 9.5mm Cubic Zirconia Titanium Horizontal Princess Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,P,
X3PH1695CZ,16g 9.5mm Cubic Zirconia Horizontal Princess Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
X3PH168OPT,16g 8mm Opal Titanium Horizontal Princess Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,P,
X3PH168OP,16g 8mm Opal Horizontal Princess Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
X3PH168CZT,16g 8mm Cubic Zirconia Titanium Horizontal Princess Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,P,
X3PH168CZ,16g 8mm Cubic Zirconia Horizontal Princess Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
X3PH1495OP,14g 9.5mm Opal Horizontal Princess Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
X3PH1495CZT,14g 9.5mm Cubic Zirconia and Titanium Horizontal Princess Clicke',,,,,,,,,,P,,,,P,,,,,,,,,,,,,P,
X3PH1495CZ,14g 9.5mm Cubic Zirconia Horizontal Princess Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
X3PH148OPT,14g 8mm Opal Titanium Horizontal Princess Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,P,
X3PH148OP,14g 8mm Opal Horizontal Princess Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
X3PH148D,14g 8mm Diamond Horizontal Princess Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
X3PH148CZT,14g 8mm Cubic Zirconia Titanium Horizontal Princess Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,P,
X3PH148CZ,14g 8mm Cubic Zirconia Horizontal Princess Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
X3PH1465CZ,14g 6.5mm Cubic Zirconia Horizontal Princess Clicker',,,,,,,,,,,,,,P,,,,,,,,,,,,,,
X3PAIV95D,9.5mm 3 Invisible Diamond Rows Pave Ring',,,,,,,,,,,,,,,,,,,,,,,,,,,,
X3PAIV8D,8mm 3 Invisible Diamond Rows Pave Ring',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
X3PAIV65D,6.5mm 3 Row Invisible Diamond Pave Ring',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
X3PAIV11D,11mm 3 Invisible Diamond Rows Pave Ring',,,,,,,,,,,,P,,,,,,,,,,,,,,,,
X3P952D,9.5mm 2mm Diamond Princess Ring',P,,,P,,,,P,,,,P,,,,,,,,,,,,,,,,
X3P83DPS,8mm 3mm Pink Sapphire and Diamond Princess Ring',P,,,P,P,,P,,,,,,,,,,,,,,,,,,,,,
X3P83DBS,8mm 3mm Blue Sapphire and Diamond Princess Ring',P,,,P,P,,P,,,,,,,,,,,,,,,,,,,,,
X3P83D,8mm 3mm Diamond Princess Ring',P,,,P,P,,,,,,,,,,,,,,,,,,,,,,,
X3P82D,8mm 2mm Diamond Princess Ring',P,,,P,P,,P,,,,,,,,,,,,,,,,,,,,,
X3P653DPS,6.5mm 3mm Pink Sapphire and Diamond Princess Ring',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
X3P653DBS,6.5mm 3mm Blue Sapphire and Diamond Princess Ring',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
X3P653D,6.5mm 3mm Diamond Princess Ring',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
X3P652D,6.5mm 2mm Diamond Princess Ring',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
X3P52DPS,5mm 2mm Pink Sapphire Princess Clicker',P,,,P,P,,,,,,,,,,,,,,,,,,,,,,,
X3P52D,5mm 2mm Diamond Princess Ring',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
X3OP,3mm Opal Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
X3IVD,Invisible Set 3 Diamond Curve Threaded Stud',P,P,,P,P,P,,P,,,,P,,,,,,,,,,,,,,,,
X3ETC565D,6.5mm Diamond Eternity Ring with 6.5mm and 5mm Cuffs',,,,P,,,,,,,,,,,,,,,,,,,,,,,,
X3ET65D,6.5mm Diamond Eternity Ring and Two Cuffs',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
X3DTRDL,Large Diamond Trinity Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
X3DTRD,Diamond Trinity Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
X3DTRBKD,Black Diamond Trinity Threaded Stud',P,P,,P,P,,P,P,,,,,P,,,,,,,,,,,,,,,
X3BTRL,Large Three Ball Trinity Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
X3BTR,Ball Trinity Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
X2TQ,2mm Turquoise Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
X2TNDBATRD,Baguette Diamond Talon with Trillion Dangle Threaded Combination',P,,,,P,,,,,,,,,,,,,,,,,,,,,,,
X2TNDBASQD,Baguette Diamond Talon with Princess Dangle Threaded Combination',P,,,,P,,,,,,,,,,,,,,,,,,,,,,,
X2TNBAD,Baguette Diamond Talon Threaded Combination',P,,,,P,,,,,,,,,,,,,,,,,,,,,,,
X2TN813D,Short Talon with Diamonds Threaded Stud',P,,,,P,,,,,,,,,,,,,,,,,,,,,,,
X2PE,2mm Natural Pearl Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
X2OP,2mm Opal Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
X2HN8,8mm Double Sided Hiranya Clicker',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
X2HCCS8D,8mm Double Sided Diamond Handcuff Clickers with Short Chain',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
X2HCCS8,8mm Handcuff Clickers with Short Chain',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
X2HCCS65DD,6.5mm Double Sided Diamond Handcuff Clickers with Short Chain',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
X2HCCS65D,6.5mm Diamond Handcuff Clickers with Short Chain',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
X2HCCS65,6.5mm Handcuff Clickers with Short Chain',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
X2HCCM8D,8mm Double Sided Diamond Handcuff Clickers with Medium Chain',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
X2HCCM8,8mm Handcuff Clickers with Medium Chain',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
X2HCCM65DD,6.5mm Double Sided Diamond Handcuff Clickers with Medium Chain',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
X2HCCM65D,6.5mm Diamond Handcuff Clickers with Medium Chain',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
X2HCCM65,6.5mm Handcuff Clickers with Medium Chain',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
X2ETC565D,6.5mm Diamond Eternity Ring and 5mm Cuff',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
X2ET65D,6.5mm Diamond Eternity Ring and Cuff',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
X2EB3CFLMQCPED,Diamond Flower Marquise and Pear Chain Orbital',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
X2EB3CDELMQ3CD,Diamond Delia and Marquise Dangle Chain Orbital',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
X2EB2SC1CH76D,1 Chain 2 Scalloped Diamond Two Earring Back',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
X2EB2CH65,2 Chain 2 Earring Back Connector',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
X2EB2C5C2MQPED,Diamond Round Marquise and Pear Chain Orbital',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
X2EB2C3SC3PETRD,Diamond Scalloped Round and Pear Trinity Orbital',P,,,,,,,,,,,,,,,,,,,,,,,,,,,
X2EB1SC2D,2mm Diamond and Chain Orbit Joining 2 Piercings',P,,,P,,,,,,,,,,,,,,,,,,P,,,,,,
X2EB1CH76,1 Chain Two Earring Back Connector',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
X2C2ETC65D,Diamond 6.5mm Eternity Ring and Cuff with 2 Chains',,,,P,,,,,,,,,,,,,,,,,,,,,,,,
X2AP95DOPTQ,9.5mm Diamond Turquoise and Opal Double Sided Apsara Clicker',P,,,P,,,,,,P,,,,P,,,,,,,,,,,,,,
X2AP95DOP,9.5mm Diamond and Opal Double Sided Apsara Clicker',P,,,P,,,,,,P,,,,P,,,,,,,,,,,,,,
X2AP95D,9.5mm Diamond Double Sided Apsara Clicker',P,,,P,,,,,,P,,,,P,,,,,,,,,,,,,,
X2AP8DOPTQ,8mm Diamond Turquoise and Opal Double Sided Apsara',P,,,P,,,,,,P,,,,P,,,,,,,,,,,,,,
X2AP8DOP,8mm Diamond and Opal Double Sided Apsara Clicker',P,,,P,,,,,,P,,,,P,,,,,,,,,,,,,,
X2AP8D,8mm Double Sided Diamond Apsara Clicker',P,,,P,,,,,,P,,,,P,,,,,,,,,,,,,,
X2AP65DOPTQ,6.5mm Diamond Turquoise and Opal Double Sided Apsara',P,,,P,P,,,,,P,,,,P,,,,,,,,,,,,,,
X2AP65DOP,6.5mm Diamond and Natural Opal Double Sided Apsara',P,,,P,P,,,,,P,,,,P,,,,,,,,,,,,,,
X2AP65D,6.5mm Diamond Double Sided Apsara',P,,,P,P,,,,,P,,,,P,,,,,,,,,,,,,,
X1EB1CH22,Medium Chain Wrap Earstud',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
X1EB1CH16,Small Chain Wrap Earstud',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
X1CBA95D,Baguette Diamond 9.5mm Chain Wrap Earstud',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
X1CBA8D,Baguette Diamond 8mm Chain Wrap Earstud',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
VSQ34CZ,3-4 Cubic Zirconia Princess Solitaire Barbell',,,,,,,,,,,,,,,P,,,,,,,,,,,,,
VSCEG48CZ,4-8 Cubic Zirconia Engraved Cup Solitaire Barbell',,,,,,,,,,,,,,,P,,,,,,,,,,,,,
VSCEG46CZ,4-6 Cubic Zirconia Engraved Cup Solitaire Barbell',,,,,,,,,,,,,,,P,,,,,,,,,,,,,
VSCEG34CZ,3-4 Cubic Zirconia Engraved Cup Solitaire Barbell',,,,,,,,,,,,,,,P,,,,,,,,,,,,,
VPA67D,6-7 Diamond Ice Pave Barbell',,,,,,,,,,,,,,,P,,,,,,,,,,,,,
VP48CZ,4-8 Cubic Zirconia Prong Solitaire Barbell',,,,,,,,,,,,,,,P,,,,,,,,,,,,,
VP46CZ,4-6 Cubic Zirconia Prong Solitaire Barbell',,,,,,,,,,,,,,,P,,,,,,,,,,,,,
VP34CZ,3-4 Cubic Zirconia Prong Solitaire Barbell',,,,,,,,,,,,,,,P,,,,,,,,,,,,,
VMTTPSD,Diamond MT Tiara with Parasol Dangle Barbell',,,,,,,,,,,,,,,P,,,,,,,,,,,,,
VMTTPAD,Diamond MT Tiara and Ice Pave Barbell',,,,,,,,,,,,,,,P,,,,,,,,,,,,,
VMTBR6CZ,Cubic Zirconia MT Crown and 6mm Braid Barbell',,,,,,,,,,,,,,,P,,,,,,,,,,,,,
VMTBR6AM,Amethyst MT Crown and 6mm Braid Barbell',,,,,,,,,,,,,,,P,,,,,,,,,,,,,
VMT5DS8CZ,CZ MT Crown and 8mm Solitaire CZ with 5 CZ Dangle Complete',,,,,,,,,,,,,,,P,,,,,,,,,,,,,
VMT12D8CZ,CZ MT Crown and 8mm CZ with 12 CZ Dangles Complete',,,,,,,,,,,,,,,P,,,,,,,,,,,,,
VFLPA557D,Diamond 5.5mm Flower and Medium Pave Barbell',,,,,,,,,,,,,,,P,,,,,,,,,,,,,
VFLB454CZ,Petite Cubic Zirconia Flower and Gold Ball',,,,,,,,,,,,,,,P,,,,,,,,,,,,,
VDALDC,Dala Dangle and Crest Navel Complete',,,,,,,,,,,,,,,P,,,,,,,,,,,,,
VDALDB,Dala Dangle and Gold Ball Navel Complete',,,,,,,,,,,,,,,P,,,,,,,,,,,,,
VCDD34CZ,3-4 Cubic Zirconia with Double Dangle Barbell',,,,,,,,,,,,,,,P,,,,,,,,,,,,,
VCD34CZ,3mm-4mm Cubic Zirconia Cup Solitaire with Top Dangle',,,,,,,,,,,,,,,P,,,,,,,,,,,,,
VC46OP,Opal 4-6 Cup Solitaire Barbell',,,,,,,,,,,,,,,P,,,,,,,,,,,,,
VC34OP,Opal 3-4 Cup Solitaire Barbell',,,,,,,,,,,,,,,P,,,,,,,,,,,,,
VBYPAD,Diamond Butterfly and Ice Pave Barbell',,,,,,,,,,,,,,,P,,,,,,,,,,,,,
VBR46TQ,4mm-6mm Turquoise Braid Solitaire Barbell',,,,,,,,,,,,,,,P,,,,,,,,,,,,,
VBR46OP,4mm-6mm Opal Braid Solitaire Barbell',,,,,,,,,,,,,,,P,,,,,,,,,,,,,
VBR46CZ,4mm-6mm Cubic Zirconia Braid Solitaire Barbell',,,,,,,,,,,,,,,P,,,,,,,,,,,,,
VB4555,Medium Gold Ball Barbell',,,,,,,,,,,,,,,P,,,,,,,,,,,,,
VB445,Small Gold Ball Barbell',,,,,,,,,,,,,,,P,,,,,,,,,,,,,
VB34,Petite Gold Ball Barbell',,,,,,,,,,,,,,,P,,,,,,,,,,,,,
VAJNDB,Ajna Dangle and Gold Ball Barbell',,,,,,,,,,,,,,,P,,,,,,,,,,,,,
V3P83PS,8mm 3mm Pink Sapphire Princess Navel Ring',,,,,,,,,,,,,,,P,,,,,,,,,,,,,
V3P83DBS,8mm 3mm Blue Sapphire Princess Navel Ring',,,,,,,,,,,,,,,P,,,,,,,,,,,,,
V3P83D,8mm 3mm Princess and Round Diamond Navel Ring',,,,,,,,,,,,,,,P,,,,,,,,,,,,,
TASHPOUCH,Maria Tash Branded Jewelry Pouches',,,,,,,,,,,,,,,,,,,,,,,,,,,,P
TASHBOX,Maria Tash Branded Box for Jewelry',,,,,,,,,,,,,,,,,,,,,,,,,,,,P
SS2CH1695,16g 9.5mm Double Chain Septum Spinner',,,,,,,,,,,,,,P,,,,,,,,,,,,,,
SS2CH168,16g 8mm Double Chain Septum Spinner',,,,,,,,,,,,,,P,,,,,,,,,,,,,,
SS2CH148,14g 8mm Double Chain Septum Spinner',,,,,,,,,,,,,,P,,,,,,,,,,,,,,
SS1CH1695,16g 9.5mm Single Chain Septum Spinner',,,,,,,,,,,,,,P,,,,,,,,,,,,,,
SS1CH168D,16g 8mm Single Chain Septum Spinner with Diamond Accent',,,,,,,,,,,,,,P,,,,,,,,,,,,,,
SS1CH168,16g 8mm Single Chain Septum Spinner',,,,,,,,,,,,,,P,,,,,,,,,,,,,,
SS1CH1495D,14g 9.5mm Single Chain Septum Spinner with Diamond Accent',,,,,,,,,,,,,,P,,,,,,,,,,,,,,
SS1CH148,14g 8mm Single Chain Septum Spinner',,,,,,,,,,,,,,P,,,,,,,,,,,,,,
SS1C1495,"Single Chain 14g 3/8"" Septum Spinner'",,,,,,,,,,,,,,P,,,,,,,,,,,,,,
RSQ34CZ,3mm-4mm Square Cubic Zirconia Barbell',,,,,,,,,P,,,,,,,,,,,,,,,,,,,
RSCEG34CZ,3mm-4mm Cubic Zirconia Scalloped Engraved Rook Barbell',,,,,,,,,P,,,,,,,,,,,,,,,,,,,
RSC253D,2.5-3 Diamond Scalloped Rook B',,,,,,,,,P,,,,,,,,,,,,,,,,,,,
RP34CZ,3mm-4mm Prong Set Cubic Zirconia Rook Barbell',,,,,,,,,P,,,,,,,,,,,,,,,,,,,
RP33D,3mm Prong Set Diamond Rook Barbell',,,,,,,,,P,,,,,,,,,,,,,,,,,,,
RP33CZ,3mm Prong Set Cubic Zirconia Rook Barbell',,,,,,,,,P,,,,,,,,,,,,,,,,,,,
RFLSC32D,3mm Flower and 2mm Diamond Rook Barbell',,,,,,,,,P,,,,,,,,,,,,,,,,,,,
RFLP453CZ,Flower and 3mm Cubic Zirconia Rook Barbell',,,,,,,,,P,,,,,,,,,,,,,,,,,,,
RFLDSC453D,Diamond Flower with Dangle and 3mm Diamond Rook Barbell',,,,,,,,,P,,,,,,,,,,,,,,,,,,,
RFL3DB3,3mm Diamond Flower and 3mm Ball Rook Barbell',,,,,,,,,P,,,,,,,,,,,,,,,,,,,
RDELSC25D,Delia and 2.5mm Diamond Rook Barbell',,,,,,,,,P,,,,,,,,,,,,,,,,,,,
RB253,2.5-3mm Gold Ball Rook Barbell',,,,,,,,,P,,,,,,,,,,,,,,,,,,,
PSC3D,3mm Scalloped Diamond Straight Barbell',,,,,,,,,,,,,,,,P,,,,,,,,,,,,
PEG3CZ,3mm Cubic Zirconia Engraved Cup Straight Barbell',,,,,,,,,,,,,,,,P,,,,,,,,,,,,
PB5,5mm Ball Straight Barbell',,,,,,,,,,,,,,,,P,,,,,,,,,,,,
PB4,4mm Ball Straight Barbell',,,,,,,,,,,,,,,,P,,,,,,,,,,,,
PAR55D,5.5mm Double Diamond Arrow Straight Barbell',,,,,,,,,,,,,,,,P,,,,,,,,,,,,
PAR45D,4.5mm Double Diamond Arrow Straight Barbell',,,,,,,,,,,,,,,,P,,,,,,,,,,,,
P4OP,4mm Opal Straight Barbell',,,,,,,,,,,,,,,,P,,,,,,,,,,,,
P3OP,3mm Opal Straight Barbell',,,,,,,,,,,,,,,,P,,,,,,,,,,,,
NXMARK,"""X Marks the Spot"" Nostril Screw'",,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NURPA5D,Diamond Pave Ouroboros Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NSTARD,Diamond Solitaire Star Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NSTAR45D,4.5mm Diamond Star Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NSTAR,Plain Star Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NSQ3DTR,Princess Cut Diamond Trinity Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NSHSTAR,Plain Starburst Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NSC3D,3mm Diamond Scalloped Set Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NSC2PKD,2mm Light Pink Diamond Scalloped Set Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NSC2PD,2mm Purple Diamond Scalloped Set Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NSC2D,2mm Diamond Scalloped Set Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NSC2BKD,2mm Black Diamond Scalloped Set Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NSC2BD,2mm Blue Diamond Scalloped Set Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NSC25D,2.5mm Diamond Scalloped Set Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NSC15PKD,1.5mm Light Pink Diamond Scalloped Set Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NSC15PD,1.5mm Purple Diamond Scalloped Set Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NSC15D,1.5mm Diamond Scalloped Set Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NSC15BKD,1.5mm Black Diamond Scalloped Set Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NSC15BD,1.5mm Blue Diamond Scalloped Set Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NSC12D,1.2mm Diamond Scalloped Set Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NPEAR,Plain Pear Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NPAISRD,Diamond Right-Paisley Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NPAISLD,Diamond Left-Paisley Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NIV3D,3mm Diamond Invisible Set Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NIV2PKD,2mm Pink Diamond Invisible Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NIV2D,2mm Diamond Invisible Set Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NIV2BD,2mm Blue Diamond Invisible Set Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NIV25D,2.5mm Diamond Invisible Set Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NIV25BD,2.5mm Blue Diamond Invisible Set Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NIV15D,1.5mm Diamond Invisible Set Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NIV15BD,1.5mm Blue Diamond Invisibly Set Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NHEART,Plain Heart Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NG3TQ,2.75mm Turquoise Starburst Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NG3RB,2.75mm Ruby Starburst Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NG3PS,2.75mm Pink Sapphire Starburst Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NG3OP,2.75mm Opal Starburst Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NG3CZ,2.75mm Cubic Zirconia Starburst Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NG3BS,2.75mm Blue Sapphire Starburst Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NFL55PD,5.5mm Rose-Purple Diamond Flower Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NFL55D,5.5mm Diamond Flower Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NFL55BD,5.5mm Sky Blue Diamond Flower Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NFL45PD,4.5mm Rose-Purple Diamond Flower Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NFL45D,4.5mm Diamond Flower Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NFL45BKD,4.5mm Black Diamond Flower Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NFL45BD,4.5mm Sky Blue Diamond Flower Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NFL3D,3mm Diamond Flower Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NDM25,2.5mm Dome Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NDM2,2mm Dome Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NDM15,1.5mm Dome Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NDELPS,Pink Sapphire Delia Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NDELD,Diamond Delia Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NDELBS,Blue Sapphire Delia Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NDAL,Dala Nostril Screw',,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCLVD,Diamond Lucky Clover Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NBY4D,4mm Diamond Butterfly Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NBRT3TQ,2.75mm Turquoise Thin Braid Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NBRT3PS,2.75mm Pink Sapphire Thin Braid Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NBRT3OP,2.75mm Opal Thin Braid Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NBRT3CZ,2.75mm Cubic Zirconia Thin Braid Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NBRT3BS,2.75mm Blue Sapphire Thin Braid Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NAJN3B,Ajna and 3 Dangle Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
NAJN,Ajna Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
N4DTRD,Four Diamond Trinity Scalloped Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
N4BTRSC,Plain Four Ball Trinity Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
N4BTROP,Opal Four Ball Trinity Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
N4BTRD,Diamond Four Ball Trinity Scalloped Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
N3OP,3mm Opal Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
N3DTRD,Diamond Trinity Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
N3BTRL,Large Three Ball Trinity Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
N3BTR,Ball Trinity Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
N2TQ,2mm Turquoise Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
N2PE,2mm Pearl Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
N2OP,2mm Opal Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
N15D,1.5mm Diamond Plain Bezel Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
N15BKD,1.5mm Black Diamond Plain Bezel Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
N12D,1.2mm Diamond Plain Bezel Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
N085D,0.85mm Diamond Plain Bezel Nostril Screw',,,,,,,,,,,,,P,,,,,,,,,,,,,,,
KSTAR55D,5.5mm Diamond Star Necklace',,,,,,,,,,,,,,,,,,,,P,,,,,,,,
KSTAR45D,4.3mm Diamond Star Necklace',,,,,,,,,,,,,,,,,,,,P,,,,,,,,
KPADPEDEY,Dia Halo Eye w/ Invis Teardrop',,,,,,,,,,,,,,,,,,,,P,,,,,,,,
KPADEY,Diamond Halo Vintage Eye Necklace',,,,,,,,,,,,,,,,,,,,P,,,,,,,,
KMTTDOP,Opal and Diamond MT Tiara Necklace',,,,,,,,,,,,,,,,,,,,P,,,,,,,,
KMTTD,Diamond MT Tiara Necklace',,,,,,,,,,,,,,,,,,,,P,,,,,,,,
KMTD,Diamond MT Crown Necklace',,,,,,,,,,,,,,,,,,,,P,,,,,,,,
KIVPADPEDEY,Invisible Diamond Halo Eye Necklace Invisible Pear Teardrop',,,,,,,,,,,,,,,,,,,,P,,,,,,,,
KIVPADEY,Invisible Set Diamond Halo Vintage Eye Necklace',,,,,,,,,,,,,,,,,,,,P,,,,,,,,
